timestamp,epoch,train_loss,test_loss,test_accuracy,learning_rate,epoch_time,memory_used_gb,is_best_model,block_0_precision_level,block_0_attention_entropy,block_1_precision_level,block_1_attention_entropy,block_2_precision_level,block_2_attention_entropy,block_3_precision_level,block_3_attention_entropy
2025-01-25 20:48:17,0,2.2891303295784806,1.913960870107015,25.092105263157894,4.000000000000002e-06,30.50575590133667,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:48:47,1,1.8741802271376264,1.7902411301930745,27.657894736842106,4.090345593009e-06,30.48038673400879,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:49:18,2,1.8029535405179287,1.7759021361668905,27.723684210526315,4.361042275111994e-06,30.693148851394653,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:49:49,3,1.7906422417214576,1.7742135683695475,33.19736842105263,4.811071035797733e-06,30.74423599243164,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:50:20,4,1.7871440938178529,1.7723029295603434,30.88157894736842,5.438737786930546e-06,30.758723258972168,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 20:50:50,5,1.7832475403521924,1.7672814766565959,35.4078947368421,6.241679739975349e-06,30.772510766983032,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:51:21,6,1.7732000127751777,1.7442399899164835,37.53947368421053,7.216874300477956e-06,30.800267696380615,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:51:52,7,1.7216013928677174,1.7416152556737263,37.61842105263158,8.360650446318912e-06,30.82164430618286,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:52:23,8,1.5598596613457862,1.50678923924764,58.26315789473684,9.66870254690794e-06,30.882028102874756,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:52:54,9,1.352310890847064,1.373509955406189,69.32894736842105,1.1136106571298644e-05,30.831782817840576,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:53:25,10,1.2252289269832854,1.3214311758677164,73.4342105263158,1.275733862420905e-05,30.858075380325317,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:53:56,11,1.1488993999805857,1.25899019241333,76.4342105263158,1.4526295740171396e-05,30.81917691230774,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:54:28,12,1.0941300447950972,1.1422559102376302,80.80263157894737,1.6436318857533682e-05,30.85254216194153,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:54:59,13,1.0525962616534943,1.1593117396036783,81.14473684210526,1.848021788582925e-05,30.93168306350708,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:55:30,14,1.0162316116880863,1.0836749076843262,83.57894736842105,2.0650298772151402e-05,30.886521100997925,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:56:01,15,0.9911222681086114,1.0861640413602194,84.03947368421052,2.2938392464643713e-05,30.941692113876343,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:56:32,16,0.9649841420193936,1.0535966356595357,84.72368421052632,2.5335885664076746e-05,30.82422947883606,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:57:03,17,0.9469332826898453,1.0507700522740682,85.21052631578948,2.7833753247748873e-05,30.874210834503174,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:57:34,18,0.9313760638237,0.9931348204612732,86.75,3.0422592243655757e-05,30.852820873260498,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:58:05,19,0.9184236643162179,0.9702781677246094,87.1842105263158,3.3092657227035314e-05,30.847967386245728,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:58:36,20,0.9055060663121812,0.9428980708122253,87.84210526315789,3.583389700604185e-05,30.847230911254883,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:59:07,21,0.892417802962851,0.9313992937405904,88.32894736842105,3.86359924584498e-05,30.81257677078247,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 20:59:38,22,0.8807077055281781,0.9400405327479044,87.94736842105263,4.1488395376954334e-05,30.83333945274353,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 21:00:08,23,0.8731853619534918,0.9253830909729004,88.78947368421052,4.438036817683991e-05,30.831153631210327,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:00:40,24,0.8652505831515536,0.9158557216326396,88.72368421052632,4.730102431654108e-05,30.830575704574585,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 21:01:10,25,0.8551033725129797,0.8979060808817546,89.46052631578948,5.0239369278936265e-05,30.85844659805298,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:01:41,26,0.8472119886824425,0.903033455212911,89.42105263157895,5.318434195910498e-05,30.827123880386353,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 21:02:12,27,0.8398893224432114,0.8931141257286072,89.64473684210526,5.612485630274782e-05,30.841275453567505,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:02:43,28,0.8323533661822056,0.8885897517204284,89.85526315789474,5.904984303852614e-05,30.82296323776245,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:03:14,29,0.8261025030562218,0.8776745279630025,90.0,6.194829134722378e-05,30.877647161483765,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:03:45,30,0.8207561335665114,0.861902904510498,90.48684210526316,6.480929031087179e-05,30.825132131576538,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:04:16,31,0.8132773848290139,0.870364248752594,90.30263157894737,6.762206998580479e-05,30.83439040184021,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 21:04:46,32,0.8075759626449422,0.8734941760698954,90.35526315789474,7.037604194503382e-05,30.834375381469727,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 21:05:17,33,0.8028812291774344,0.8651673992474874,90.34210526315789,7.306083913731775e-05,30.82073140144348,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-25 21:05:48,34,0.7937087718476641,0.8658489267031352,90.60526315789474,7.5666354912888e-05,30.830902814865112,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:06:19,35,0.7910036353354758,0.8454983750979106,91.09210526315789,7.818278106891799e-05,30.85246205329895,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-25 21:06:50,36,0.7865949425291507,0.8823229630788167,89.78947368421052,8.060064477151898e-05,30.816136837005615,6.080807209014893,False,0,0,0,0,0,0,0,0
