timestamp,epoch,train_loss,test_loss,test_accuracy,learning_rate,epoch_time,memory_used_gb,is_best_model,block_0_precision_level,block_0_attention_entropy,block_1_precision_level,block_1_attention_entropy,block_2_precision_level,block_2_attention_entropy,block_3_precision_level,block_3_attention_entropy
2025-01-27 10:37:46,0,1.8656179240132356,1.7292232275009156,43.67,4.000000000000002e-06,1557.326726436615,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 11:06:42,1,1.6533251594968217,1.6650667172717297,47.755538461538464,4.360987145853184e-06,1735.3637232780457,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 11:35:46,2,1.602226681168169,1.6360114393271799,50.00430769230769,5.438518928434739e-06,1744.0319352149963,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 12:02:10,3,1.56869087097181,1.6128538815055307,51.63476923076923,7.216388050963006e-06,1583.1230685710907,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 12:27:50,4,1.5413083589117682,1.5783785453931554,53.01076923076923,9.667853350927913e-06,1540.076093196869,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 12:52:03,5,1.5195033657876298,1.5629686424112696,53.88046153846154,1.2756042017421414e-05,1452.684416294098,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 13:05:22,6,1.5022086964532377,1.5427101263849754,54.78230769230769,1.6434504199919634e-05,799.5345973968506,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 13:18:42,7,1.4865217749576114,1.537332500153639,55.37461538461538,2.0647911666573038e-05,799.4193263053894,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 13:31:59,8,1.4720881896621132,1.5123184738196727,55.917846153846156,2.5332890003393948e-05,796.3852615356445,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 13:45:15,9,1.4607853170751304,1.5034196521353533,56.373230769230766,3.0418971837124344e-05,796.5654466152191,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 13:58:33,10,1.4504710691577338,1.4754701829332066,56.875076923076925,3.582965674423362e-05,797.7919511795044,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 14:11:48,11,1.4413628911809302,1.4663392192735447,57.29969230769231,4.148356190381646e-05,794.8391401767731,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 14:25:03,12,1.4330386678920264,1.45731714325627,57.47692307692308,4.729564618726943e-05,794.8657186031342,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 14:38:18,13,1.4251968349409592,1.4549551081469678,57.818615384615384,5.317848927305328e-05,795.3764243125916,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 14:51:36,14,1.417607856630872,1.4351107572007367,58.02569230769231,5.904360654720803e-05,797.9160387516022,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 15:04:53,15,1.4110490915921767,1.4402213538725546,58.282,6.480278001202988e-05,796.2551271915436,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 15:18:08,16,1.4045456345781124,1.4345068465067645,58.40030769230769,7.036938518453805e-05,794.8794860839844,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 15:31:21,17,1.3986912180946143,1.4195986089743966,58.76015384615385,7.565969402667772e-05,793.3601179122925,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 15:44:41,18,1.392776814092955,1.4182500024480145,58.890307692307694,8.059413430971531e-05,799.8509166240692,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 15:57:55,19,1.387557666130847,1.4266780680558813,58.526153846153846,8.509848647056095e-05,794.0594484806061,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 16:11:09,20,1.3824311804445937,1.4121278522521492,59.10246153846154,8.910499995794545e-05,794.452733039856,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 16:24:26,21,1.377555078959709,1.4170813660922013,58.90861538461539,9.25534122773424e-05,796.7534365653992,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 16:37:40,22,1.3727585856621582,1.407615704048337,59.167692307692306,9.539185540704748e-05,794.2815926074982,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 16:50:55,23,1.3684808087023452,1.4026183797618537,59.35169230769231,9.757763595189158e-05,794.4803683757782,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 17:04:08,24,1.3640642334983617,1.4104678626135578,59.36753846153846,9.907787730019363e-05,793.6048955917358,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 17:17:22,25,1.359918309437944,1.4010832127623671,59.50261538461538,9.987001412518642e-05,793.5634117126465,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 17:30:38,26,1.355846706978697,1.4069401251988147,59.42676923076923,9.999925567526425e-05,795.8053703308105,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 17:43:51,27,1.3522090418346913,1.4116433555685628,59.386923076923075,9.999088782998105e-05,793.0608668327332,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 17:57:04,28,1.3482496863745992,1.4085103902291125,59.453384615384614,9.997322567414863e-05,793.0498151779175,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 18:10:18,29,1.3447746440208812,1.4041450102498212,59.58446153846154,9.994627249152976e-05,793.4850120544434,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-27 18:23:31,30,1.3413091920545077,1.398781343989485,59.579846153846155,9.991003329328276e-05,792.6990299224854,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 18:36:43,31,1.338161778653441,1.4127247577577124,59.51015384615385,9.986451481702971e-05,792.5469560623169,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 18:49:56,32,1.334729581440675,1.4191603181869026,59.473076923076924,9.980972552560382e-05,792.9834320545197,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-27 19:03:09,33,1.3316908180713654,1.4071374496137063,59.50276923076923,9.974567560547607e-05,792.557371377945,6.001430988311768,False,0,0,0,0,0,0,0,0
